Cda House Tr,4.1,2018-Dec-15,106,0.89,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.95,2019-Jun-15,102.2,1.01,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,2,2019-Dec-15,102.47,1.13,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,3.75,2020-Mar-15,107.9,1.18,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.2,2020-Jun-15,99.83,1.25,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.45,2020-Jun-15,100.63,1.26,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.25,2020-Dec-15,99.47,1.39,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,3.35,2020-Dec-15,107.39,1.39,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.25,2021-Jun-15,98.96,1.49,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,3.8,2021-Jun-15,109.8,1.49,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.15,2021-Dec-15,98.03,1.57,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.5,2021-Dec-15,99.67,1.57,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,2.65,2022-Mar-15,105.03,1.63,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,2.4,2022-Dec-15,103.75,1.73,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,2.35,2023-Sep-15,103.16,1.84,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,3.15,2023-Sep-15,108.13,1.84,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,2.9,2024-Jun-15,106.34,1.97,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,2.55,2025-Mar-15,103.46,2.08,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.95,2025-Dec-15,98.25,2.17,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,2.25,2025-Dec-15,100.64,2.17,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.9,2026-Sep-15,96.96,2.25,,,,,,,,,,,,,,,,,,,,,,,,
Cda House Tr,1.9,2026-Sep-15,96.66,2.29,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,1.7,2017-Dec-15,100.86,0.72,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,2,2019-Jun-01,101.94,1.16,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,4,2019-Dec-01,107.54,1.3,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,3.4,2023-Dec-01,107.76,2.17,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,2.85,2024-Jan-19,104.13,2.21,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,2.2,2026-Jun-01,96.9,2.58,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,2.9,2029-Sep-20,99.7,2.93,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,3.9,2033-Dec-01,108.47,3.24,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,4.5,2040-Dec-01,118.27,3.38,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,3.45,2043-Dec-01,101.28,3.38,,,,,,,,,,,,,,,,,,,,,,,,
Alberta,3.3,2046-Dec-01,98.56,3.38,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,4.7,2017-Dec-01,103.38,0.69,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,4.65,2018-Dec-18,106.87,0.98,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,2.25,2019-Mar-01,102.5,1.04,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,5.3,2019-Jun-17,109.74,1.16,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,2.7,2020-Dec-18,104.7,1.46,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,3.7,2020-Dec-18,108.5,1.45,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,8,2023-Sep-08,136.28,2.1,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,9,2024-Aug-23,146.4,2.29,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,6.15,2027-Nov-19,133.33,2.6,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,5.7,2029-Jun-18,130.54,2.77,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,6.35,2031-Jun-18,140.63,2.88,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,5.4,2035-Jun-18,132.31,3.09,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,4.3,2042-Jun-18,118.8,3.21,,,,,,,,,,,,,,,,,,,,,,,,
BC Prov,3.2,2044-Jun-18,99.67,3.22,,,,,,,,,,,,,,,,,,,,,,,,
Cda Post,4.08,2025-Jul-16,114.25,2.23,,,,,,,,,,,,,,,,,,,,,,,,
Fin Quebec,3.5,2017-Dec-01,102.36,0.71,,,,,,,,,,,,,,,,,,,,,,,,
Fin Quebec,2.4,2018-Dec-01,102.54,1.01,,,,,,,,,,,,,,,,,,,,,,,,
Fin Quebec,2.45,2019-Dec-01,103.16,1.32,,,,,,,,,,,,,,,,,,,,,,,,
Fin Quebec,5.25,2034-Jun-01,125.34,3.32,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,5.5,2018-Aug-15,106.94,1,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,1,2019-May-25,99.63,1.16,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,11,2020-Aug-15,132.66,1.53,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,10.5,2021-Oct-15,139.08,1.82,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,6,2031-Aug-15,134.22,3.07,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,6.5,2035-Jan-16,143.38,3.29,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,6.5,2035-Feb-15,143.64,3.28,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,6,2040-Feb-15,143.39,3.3,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,5,2050-Feb-15,134.32,3.29,,,,,,,,,,,,,,,,,,,,,,,,
HydroQuebec,4,2055-Feb-15,115.56,3.28,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,1.85,2017-Jun-01,100.44,0.6,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,4.7,2017-Sep-22,102.61,0.69,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,1.85,2018-Sep-05,101.41,0.97,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,5.5,2018-Nov-15,108,1.01,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,1.15,2019-Nov-21,99.66,1.27,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,4.75,2020-Feb-11,110.01,1.38,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,1.6,2020-Sep-05,100.42,1.48,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,1.55,2021-Sep-05,99.63,1.63,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,3.85,2021-Dec-01,109.72,1.75,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,3.3,2024-Jun-02,106.76,2.3,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,2.45,2025-Jun-02,100.11,2.43,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,4.4,2025-Sep-05,114.55,2.51,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,2.55,2026-Jun-02,99.67,2.59,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,3.25,2029-Sep-05,102.82,2.98,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,4.6,2038-Mar-05,117.68,3.42,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,4.65,2040-Mar-05,119.05,3.45,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,4.05,2045-Sep-05,112.03,3.39,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,2.85,2046-Sep-05,89.33,3.43,,,,,,,,,,,,,,,,,,,,,,,,
Manitoba,4.7,2050-Mar-05,125.04,3.43,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,4.45,2018-Mar-26,104.17,0.85,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,4.4,2019-Jun-03,107.37,1.22,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,4.5,2020-Jun-02,109.85,1.48,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,3.35,2021-Dec-03,107.23,1.79,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,1.55,2022-May-04,98.27,1.9,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,2.85,2023-Jun-02,104.12,2.15,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,5.65,2028-Dec-27,126.34,3,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,5.5,2034-Jan-27,127.46,3.37,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,4.8,2039-Sep-26,120.04,3.51,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,4.8,2041-Jun-03,120.78,3.52,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,3.55,2043-Jun-03,99.39,3.59,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,3.8,2045-Aug-14,104.02,3.57,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,3.1,2048-Aug-14,91.81,3.53,,,,,,,,,,,,,,,,,,,,,,,,
NewBrunswick,3.55,2055-Jun-03,98.76,3.61,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,1.95,2022-Jun-02,99.59,2.03,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,6.55,2030-Oct-17,133.64,3.45,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,5.6,2033-Oct-17,124.31,3.65,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,5.7,2035-Oct-17,126.57,3.72,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,4.5,2037-Apr-17,110.26,3.77,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,4.65,2040-Oct-17,113.29,3.8,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,3.3,2046-Oct-17,90.89,3.81,,,,,,,,,,,,,,,,,,,,,,,,
Newfoundland,3.7,2048-Oct-17,97.74,3.82,,,,,,,,,,,,,,,,,,,,,,,,
NfldLabHydro,3.6,2045-Dec-01,95.46,3.86,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,4.15,2019-Nov-25,107.83,1.32,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,2.15,2025-Jun-01,97.54,2.48,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,6.6,2027-Jun-01,135.08,2.69,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,6.6,2031-Dec-01,140.32,3.17,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,5.8,2033-Jun-01,131.84,3.27,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,4.5,2037-Jun-01,116.33,3.38,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,4.7,2041-Jun-01,120.74,3.44,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,3.45,2045-Jun-01,100.2,3.44,,,,,,,,,,,,,,,,,,,,,,,,
Ont Elec Fin,10,2020-Feb-06,125.38,1.42,,,,,,,,,,,,,,,,,,,,,,,,
Ont Elec Fin,8.5,2025-May-26,144.84,2.5,,,,,,,,,,,,,,,,,,,,,,,,
Ont Elec Fin,9,2025-May-26,148.71,2.49,,,,,,,,,,,,,,,,,,,,,,,,
Ont Elec Fin,8.25,2026-Jun-22,145.97,2.69,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,4.3,2017-Mar-08,100.46,0.48,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,2.1,2018-Sep-08,101.79,0.98,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,4.4,2019-Jun-02,107.48,1.17,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,5.35,2019-Jun-02,109.74,1.14,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,2.1,2019-Sep-08,102.19,1.25,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,4.2,2020-Jun-02,109.02,1.43,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,4.85,2020-Jun-02,111.11,1.44,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,9.5,2022-Jul-13,139.14,1.92,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,1.95,2023-Jan-27,99.96,1.96,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,8.1,2023-Sep-08,136.62,2.14,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,7.5,2024-Feb-07,134.05,2.24,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,3.5,2024-Jun-02,108.33,2.26,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,9.5,2025-Jun-02,154.32,2.31,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,8.5,2025-Dec-02,146.92,2.55,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,2.4,2026-Jun-02,98.93,2.53,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,8,2026-Jun-02,146.19,2.44,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,7.6,2027-Jun-02,145.39,2.58,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,6.25,2028-Aug-25,132.46,2.93,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,6.5,2029-Mar-08,137.12,2.85,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,6.2,2031-Jun-02,137.04,3,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,5.6,2035-Jun-02,133.4,3.18,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,4.6,2039-Jun-02,120.95,3.27,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,5.65,2039-Jul-13,134.94,3.41,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,4.65,2041-Jun-02,122.78,3.28,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,3.5,2043-Jun-02,103.63,3.29,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,3.45,2045-Jun-02,102.62,3.31,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,2.9,2046-Dec-02,92.46,3.3,,,,,,,,,,,,,,,,,,,,,,,,
Ontario Prov,2.8,2048-Jun-02,91.2,3.25,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,4.5,2017-Dec-01,103.2,0.72,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,4.5,2018-Dec-01,106.41,0.99,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,4.5,2019-Dec-01,108.96,1.29,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,4.5,2020-Dec-01,111.08,1.52,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,3.5,2022-Dec-01,108.62,1.93,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,9.375,2023-Jan-16,141.32,2,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,3,2023-Sep-01,105.61,2.09,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,3.75,2024-Sep-01,110.13,2.29,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,2.75,2025-Sep-01,102.38,2.44,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,5.5,2026-Apr-01,123.2,2.64,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,8.5,2026-Apr-01,147.85,2.61,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,2.5,2026-Sep-01,99.67,2.54,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,6,2029-Oct-01,132.63,2.9,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,6.25,2032-Jun-01,138.22,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,5.75,2036-Dec-01,136.01,3.27,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,5,2038-Dec-01,126.35,3.3,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,5,2041-Dec-01,128.2,3.32,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,3.5,2045-Dec-01,103.32,3.32,,,,,,,,,,,,,,,,,,,,,,,,
Quebec,3.5,2048-Dec-01,103.99,3.3,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,4.65,2017-Sep-05,102.41,0.67,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,1.95,2019-Mar-01,101.81,1.07,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,5.5,2019-Jun-17,110.46,1.06,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,2.55,2026-Jun-02,99.71,2.58,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,5.75,2029-Mar-05,128.76,2.91,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,6.4,2031-Sep-05,138.69,3.09,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,5.8,2033-Sep-05,133.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,5.6,2035-Sep-05,132.23,3.27,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,5,2037-Mar-05,124.51,3.32,,,,,,,,,,,,,,,,,,,,,,,,
Saskatchewan,3.9,2045-Jun-02,109.96,3.35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407 Intl,2.43,2027-May-04,97.75,2.68,,,,,,,,,,,,,,,,,,,,,,,,
407 Intl,5.96,2035-Dec-03,133.13,3.54,,,,,,,,,,,,,,,,,,,,,,,,
407 Intl,5.75,2036-Feb-14,126.32,3.8,,,,,,,,,,,,,,,,,,,,,,,,
407 Intl,3.83,2046-May-11,101.63,3.74,,,,,,,,,,,,,,,,,,,,,,,,
407 Intl,3.98,2052-Sep-11,103.55,3.8,,,,,,,,,,,,,,,,,,,,,,,,
Ali Cou Tard,2.861,2017-Nov-01,101.34,1.09,,,,,,,,,,,,,,,,,,,,,,,,
Ali Cou Tard,3.319,2019-Nov-01,104.28,1.73,,,,,,,,,,,,,,,,,,,,,,,,
Ali Cou Tard,3.899,2022-Nov-01,107.07,2.57,,,,,,,,,,,,,,,,,,,,,,,,
Altagas Svc,4.6,2018-Jan-15,103.24,1.24,,,,,,,,,,,,,,,,,,,,,,,,
Altagas Svc,3.72,2021-Sep-28,106.4,2.27,,,,,,,,,,,,,,,,,,,,,,,,
Altagas Svc,4.12,2026-Apr-07,106.77,3.26,,,,,,,,,,,,,,,,,,,,,,,,
Altalink,3.621,2020-Sep-17,107.04,1.62,,,,,,,,,,,,,,,,,,,,,,,,
Altalink,3.668,2023-Nov-06,109.02,2.23,,,,,,,,,,,,,,,,,,,,,,,,
Altalink,2.747,2026-May-29,100.52,2.68,,,,,,,,,,,,,,,,,,,,,,,,
Altalink,4.462,2041-Nov-08,111.48,3.75,,,,,,,,,,,,,,,,,,,,,,,,
Altalink,3.717,2046-Jun-03,98.58,3.8,,,,,,,,,,,,,,,,,,,,,,,,
Amex Cda Cr,2.31,2018-Mar-29,101.34,1.16,,,,,,,,,,,,,,,,,,,,,,,,
BMO,2.39,2017-Jul-12,100.66,0.96,,,,,,,,,,,,,,,,,,,,,,,,
BMO,4.55,2017-Aug-01,101.84,0.98,,,,,,,,,,,,,,,,,,,,,,,,
BMO,6.02,2018-May-02,106.04,1.2,,,,,,,,,,,,,,,,,,,,,,,,
BMO,2.43,2019-Mar-04,102.15,1.39,,,,,,,,,,,,,,,,,,,,,,,,
BMO,2.84,2020-Jun-04,103.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,
BMO,2.1,2020-Oct-01,101.12,1.78,,,,,,,,,,,,,,,,,,,,,,,,
BMO,1.88,2021-Mar-31,99.98,1.88,,,,,,,,,,,,,,,,,,,,,,,,
BMO,1.61,2021-Oct-28,98.26,2,,,,,,,,,,,,,,,,,,,,,,,,
BMO,4.609,2025-Sep-10,115.72,2.56,,,,,,,,,,,,,,,,,,,,,,,,
BMO Cap Tr,5.75,2017-Sep-26,102.91,1.34,,,,,,,,,,,,,,,,,,,,,,,,
BNS,4.1,2017-Jun-08,101.19,0.87,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.37,2018-Jan-11,101.19,1.12,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.242,2018-Mar-22,101.2,1.19,,,,,,,,,,,,,,,,,,,,,,,,
BNS,1.33,2018-May-01,100.09,1.26,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.75,2018-Aug-13,102.17,1.33,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.27,2020-Jan-13,101.84,1.63,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.13,2020-Jun-15,101.3,1.73,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.09,2020-Sep-09,101.01,1.8,,,,,,,,,,,,,,,,,,,,,,,,
BNS,3.27,2021-Jan-11,105.3,1.87,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.873,2021-Jun-04,103.96,1.92,,,,,,,,,,,,,,,,,,,,,,,,
BNS,1.9,2021-Dec-02,99.4,2.03,,,,,,,,,,,,,,,,,,,,,,,,
BNS,2.62,2026-Dec-02,98.79,2.76,,,,,,,,,,,,,,,,,,,,,,,,
BRKFLD Pwr,3.752,2025-Jun-02,102.3,3.43,,,,,,,,,,,,,,,,,,,,,,,,
BRKFLD Pwr,3.63,2027-Jan-15,99.57,3.68,,,,,,,,,,,,,,,,,,,,,,,,
BRP Fin ULC,5.25,2018-Nov-05,106.09,1.75,,,,,,,,,,,,,,,,,,,,,,,,
BRP Fin ULC,5.14,2020-Oct-13,109.72,2.39,,,,,,,,,,,,,,,,,,,,,,,,
